#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1618   0.381687E+03  -0.144220E+02   0.532464E-06  -0.144220E+02   0.227930E+02   0.184808E-06   0.532464E-06   0.184808E-06   0.217957E-08
  1619   0.380806E+03  -0.149163E+02   0.525306E-06  -0.149163E+02   0.227682E+02   0.184624E-06   0.525306E-06   0.184624E-06   0.217678E-08
  1620   0.379987E+03  -0.154083E+02   0.518210E-06  -0.154083E+02   0.227412E+02   0.184421E-06   0.518210E-06   0.184421E-06   0.217399E-08
  1621   0.379200E+03  -0.158980E+02   0.511177E-06  -0.158980E+02   0.227103E+02   0.184201E-06   0.511177E-06   0.184201E-06   0.217121E-08
  1622   0.378452E+03  -0.163853E+02   0.504206E-06  -0.163853E+02   0.226778E+02   0.183963E-06   0.504206E-06   0.183963E-06   0.216844E-08
  1623   0.377736E+03  -0.168704E+02   0.497298E-06  -0.168704E+02   0.226422E+02   0.183708E-06   0.497298E-06   0.183708E-06   0.216567E-08
  1624   0.377067E+03  -0.173517E+02   0.490453E-06  -0.173517E+02   0.226043E+02   0.183435E-06   0.490453E-06   0.183435E-06   0.216290E-08
  1625   0.376436E+03  -0.178306E+02   0.483671E-06  -0.178306E+02   0.225626E+02   0.183145E-06   0.483671E-06   0.183145E-06   0.216014E-08
  1626   0.375838E+03  -0.183065E+02   0.476952E-06  -0.183065E+02   0.225193E+02   0.182838E-06   0.476952E-06   0.182838E-06   0.215738E-08
  1627   0.375271E+03  -0.187785E+02   0.470297E-06  -0.187785E+02   0.224721E+02   0.182513E-06   0.470297E-06   0.182513E-06   0.215463E-08
  1628   0.374743E+03  -0.192475E+02   0.463706E-06  -0.192475E+02   0.224234E+02   0.182172E-06   0.463706E-06   0.182172E-06   0.215189E-08
  1629   0.374255E+03  -0.197118E+02   0.457179E-06  -0.197118E+02   0.223716E+02   0.181813E-06   0.457179E-06   0.181813E-06   0.214914E-08
  1630   0.373806E+03  -0.201730E+02   0.450716E-06  -0.201730E+02   0.223175E+02   0.181438E-06   0.450716E-06   0.181438E-06   0.214641E-08
  1631   0.373373E+03  -0.206296E+02   0.444318E-06  -0.206296E+02   0.222602E+02   0.181046E-06   0.444318E-06   0.181046E-06   0.214367E-08
  1632   0.372995E+03  -0.210823E+02   0.437984E-06  -0.210823E+02   0.221999E+02   0.180637E-06   0.437984E-06   0.180637E-06   0.214094E-08
  1633   0.372648E+03  -0.215304E+02   0.431716E-06  -0.215304E+02   0.221380E+02   0.180212E-06   0.431716E-06   0.180212E-06   0.213822E-08
  1634   0.372348E+03  -0.219738E+02   0.425512E-06  -0.219738E+02   0.220731E+02   0.179771E-06   0.425512E-06   0.179771E-06   0.213550E-08
  1635   0.372064E+03  -0.224126E+02   0.419374E-06  -0.224126E+02   0.220065E+02   0.179313E-06   0.419374E-06   0.179313E-06   0.213279E-08
  1636   0.371819E+03  -0.228459E+02   0.413302E-06  -0.228459E+02   0.219354E+02   0.178839E-06   0.413302E-06   0.178839E-06   0.213008E-08
  1637   0.371606E+03  -0.232753E+02   0.407296E-06  -0.232753E+02   0.218635E+02   0.178349E-06   0.407296E-06   0.178349E-06   0.212738E-08
  1638   0.371418E+03  -0.236986E+02   0.401356E-06  -0.236986E+02   0.217892E+02   0.177843E-06   0.401356E-06   0.177843E-06   0.212468E-08
  1639   0.371275E+03  -0.241164E+02   0.395482E-06  -0.241164E+02   0.217119E+02   0.177321E-06   0.395482E-06   0.177321E-06   0.212198E-08
  1640   0.371157E+03  -0.245295E+02   0.389675E-06  -0.245295E+02   0.216322E+02   0.176784E-06   0.389675E-06   0.176784E-06   0.211929E-08
  1641   0.371063E+03  -0.249364E+02   0.383934E-06  -0.249364E+02   0.215502E+02   0.176231E-06   0.383934E-06   0.176231E-06   0.211660E-08
  1642   0.371008E+03  -0.253363E+02   0.378261E-06  -0.253363E+02   0.214659E+02   0.175662E-06   0.378261E-06   0.175662E-06   0.211392E-08
  1643   0.370977E+03  -0.257315E+02   0.372655E-06  -0.257315E+02   0.213807E+02   0.175078E-06   0.372655E-06   0.175078E-06   0.211125E-08
  1644   0.370969E+03  -0.261220E+02   0.367116E-06  -0.261220E+02   0.212910E+02   0.174478E-06   0.367116E-06   0.174478E-06   0.210857E-08
  1645   0.370994E+03  -0.265047E+02   0.361645E-06  -0.265047E+02   0.211997E+02   0.173864E-06   0.361645E-06   0.173864E-06   0.210591E-08
  1646   0.371042E+03  -0.268812E+02   0.356242E-06  -0.268812E+02   0.211068E+02   0.173234E-06   0.356242E-06   0.173234E-06   0.210324E-08
  1647   0.371129E+03  -0.272499E+02   0.350907E-06  -0.272499E+02   0.210116E+02   0.172590E-06   0.350907E-06   0.172590E-06   0.210058E-08
  1648   0.371241E+03  -0.276139E+02   0.345641E-06  -0.276139E+02   0.209141E+02   0.171930E-06   0.345641E-06   0.171930E-06   0.209793E-08
  1649   0.371376E+03  -0.279708E+02   0.340443E-06  -0.279708E+02   0.208150E+02   0.171256E-06   0.340443E-06   0.171256E-06   0.209528E-08
  1650   0.371535E+03  -0.283200E+02   0.335315E-06  -0.283200E+02   0.207129E+02   0.170567E-06   0.335315E-06   0.170567E-06   0.209264E-08
  1651   0.371718E+03  -0.286635E+02   0.330255E-06  -0.286635E+02   0.206099E+02   0.169863E-06   0.330255E-06   0.169863E-06   0.209000E-08
  1652   0.371933E+03  -0.289986E+02   0.325264E-06  -0.289986E+02   0.205031E+02   0.169145E-06   0.325264E-06   0.169145E-06   0.208736E-08
  1653   0.372164E+03  -0.293259E+02   0.320342E-06  -0.293259E+02   0.203954E+02   0.168413E-06   0.320342E-06   0.168413E-06   0.208473E-08
  1654   0.372419E+03  -0.296483E+02   0.315489E-06  -0.296483E+02   0.202870E+02   0.167667E-06   0.315489E-06   0.167667E-06   0.208210E-08
  1655   0.372704E+03  -0.299607E+02   0.310705E-06  -0.299607E+02   0.201762E+02   0.166907E-06   0.310705E-06   0.166907E-06   0.207948E-08
  1656   0.373007E+03  -0.302668E+02   0.305990E-06  -0.302668E+02   0.200632E+02   0.166133E-06   0.305990E-06   0.166133E-06   0.207686E-08
  1657   0.373318E+03  -0.305651E+02   0.301343E-06  -0.305651E+02   0.199485E+02   0.165345E-06   0.301343E-06   0.165345E-06   0.207425E-08
  1658   0.373668E+03  -0.308564E+02   0.296765E-06  -0.308564E+02   0.198316E+02   0.164544E-06   0.296765E-06   0.164544E-06   0.207164E-08
  1659   0.374033E+03  -0.311391E+02   0.292256E-06  -0.311391E+02   0.197131E+02   0.163729E-06   0.292256E-06   0.163729E-06   0.206903E-08
  1660   0.374408E+03  -0.314140E+02   0.287815E-06  -0.314140E+02   0.195938E+02   0.162901E-06   0.287815E-06   0.162901E-06   0.206643E-08
  1661   0.374814E+03  -0.316818E+02   0.283443E-06  -0.316818E+02   0.194722E+02   0.162060E-06   0.283443E-06   0.162060E-06   0.206384E-08
  1662   0.375228E+03  -0.319418E+02   0.279139E-06  -0.319418E+02   0.193498E+02   0.161207E-06   0.279139E-06   0.161207E-06   0.206125E-08
  1663   0.375666E+03  -0.321925E+02   0.274903E-06  -0.321925E+02   0.192258E+02   0.160340E-06   0.274903E-06   0.160340E-06   0.205866E-08
  1664   0.376112E+03  -0.324355E+02   0.270736E-06  -0.324355E+02   0.190996E+02   0.159461E-06   0.270736E-06   0.159461E-06   0.205608E-08
  1665   0.376582E+03  -0.326705E+02   0.266637E-06  -0.326705E+02   0.189725E+02   0.158569E-06   0.266637E-06   0.158569E-06   0.205350E-08
  1666   0.377067E+03  -0.328986E+02   0.262606E-06  -0.328986E+02   0.188439E+02   0.157665E-06   0.262606E-06   0.157665E-06   0.205093E-08
  1667   0.377562E+03  -0.331165E+02   0.258644E-06  -0.331165E+02   0.187145E+02   0.156749E-06   0.258644E-06   0.156749E-06   0.204836E-08
  1668   0.378079E+03  -0.333274E+02   0.254749E-06  -0.333274E+02   0.185836E+02   0.155821E-06   0.254749E-06   0.155821E-06   0.204579E-08
  1669   0.378605E+03  -0.335290E+02   0.250922E-06  -0.335290E+02   0.184519E+02   0.154881E-06   0.250922E-06   0.154881E-06   0.204323E-08
  1670   0.379139E+03  -0.337220E+02   0.247163E-06  -0.337220E+02   0.183186E+02   0.153929E-06   0.247163E-06   0.153929E-06   0.204068E-08
  1671   0.379696E+03  -0.339079E+02   0.243472E-06  -0.339079E+02   0.181838E+02   0.152966E-06   0.243472E-06   0.152966E-06   0.203812E-08
  1672   0.380262E+03  -0.340845E+02   0.239849E-06  -0.340845E+02   0.180482E+02   0.151991E-06   0.239849E-06   0.151991E-06   0.203558E-08
  1673   0.380828E+03  -0.342525E+02   0.236294E-06  -0.342525E+02   0.179111E+02   0.151005E-06   0.236294E-06   0.151005E-06   0.203303E-08
  1674   0.381418E+03  -0.344120E+02   0.232806E-06  -0.344120E+02   0.177747E+02   0.150008E-06   0.232806E-06   0.150008E-06   0.203050E-08
  1675   0.382000E+03  -0.345628E+02   0.229386E-06  -0.345628E+02   0.176360E+02   0.149000E-06   0.229386E-06   0.149000E-06   0.202796E-08
  1676   0.382606E+03  -0.347051E+02   0.226033E-06  -0.347051E+02   0.174958E+02   0.147981E-06   0.226033E-06   0.147981E-06   0.202543E-08
  1677   0.383220E+03  -0.348388E+02   0.222748E-06  -0.348388E+02   0.173564E+02   0.146951E-06   0.222748E-06   0.146951E-06   0.202290E-08
  1678   0.383827E+03  -0.349639E+02   0.219531E-06  -0.349639E+02   0.172146E+02   0.145911E-06   0.219531E-06   0.145911E-06   0.202038E-08
  1679   0.384449E+03  -0.350804E+02   0.216380E-06  -0.350804E+02   0.170736E+02   0.144860E-06   0.216380E-06   0.144860E-06   0.201787E-08
  1680   0.385080E+03  -0.351876E+02   0.213298E-06  -0.351876E+02   0.169310E+02   0.143799E-06   0.213298E-06   0.143799E-06   0.201535E-08
  1681   0.385718E+03  -0.352862E+02   0.210282E-06  -0.352862E+02   0.167870E+02   0.142728E-06   0.210282E-06   0.142728E-06   0.201284E-08
  1682   0.386349E+03  -0.353777E+02   0.207333E-06  -0.353777E+02   0.166437E+02   0.141647E-06   0.207333E-06   0.141647E-06   0.201034E-08
  1683   0.386996E+03  -0.354591E+02   0.204452E-06  -0.354591E+02   0.165003E+02   0.140557E-06   0.204452E-06   0.140557E-06   0.200784E-08
  1684   0.387643E+03  -0.355326E+02   0.201638E-06  -0.355326E+02   0.163554E+02   0.139456E-06   0.201638E-06   0.139456E-06   0.200534E-08
  1685   0.388297E+03  -0.355976E+02   0.198890E-06  -0.355976E+02   0.162106E+02   0.138347E-06   0.198890E-06   0.138347E-06   0.200285E-08
  1686   0.388952E+03  -0.356524E+02   0.196210E-06  -0.356524E+02   0.160657E+02   0.137227E-06   0.196210E-06   0.137227E-06   0.200036E-08
  1687   0.389600E+03  -0.356994E+02   0.193596E-06  -0.356994E+02   0.159193E+02   0.136099E-06   0.193596E-06   0.136099E-06   0.199788E-08
  1688   0.390263E+03  -0.357385E+02   0.191050E-06  -0.357385E+02   0.157737E+02   0.134962E-06   0.191050E-06   0.134962E-06   0.199540E-08
  1689   0.390911E+03  -0.357675E+02   0.188570E-06  -0.357675E+02   0.156280E+02   0.133815E-06   0.188570E-06   0.133815E-06   0.199293E-08
  1690   0.391560E+03  -0.357887E+02   0.186156E-06  -0.357887E+02   0.154816E+02   0.132660E-06   0.186156E-06   0.132660E-06   0.199046E-08
  1691   0.392215E+03  -0.358020E+02   0.183810E-06  -0.358020E+02   0.153359E+02   0.131497E-06   0.183810E-06   0.131497E-06   0.198799E-08
  1692   0.392871E+03  -0.358059E+02   0.181530E-06  -0.358059E+02   0.151888E+02   0.130324E-06   0.181530E-06   0.130324E-06   0.198553E-08
  1693   0.393520E+03  -0.358012E+02   0.179316E-06  -0.358012E+02   0.150424E+02   0.129144E-06   0.179316E-06   0.129144E-06   0.198307E-08
  1694   0.394161E+03  -0.357894E+02   0.177169E-06  -0.357894E+02   0.148967E+02   0.127955E-06   0.177169E-06   0.127955E-06   0.198061E-08
  1695   0.394809E+03  -0.357675E+02   0.175088E-06  -0.357675E+02   0.147496E+02   0.126759E-06   0.175088E-06   0.126759E-06   0.197816E-08
  1696   0.395450E+03  -0.357384E+02   0.173074E-06  -0.357384E+02   0.146039E+02   0.125554E-06   0.173074E-06   0.125554E-06   0.197572E-08
  1697   0.396076E+03  -0.357007E+02   0.171126E-06  -0.357007E+02   0.144575E+02   0.124342E-06   0.171126E-06   0.124342E-06   0.197328E-08
  1698   0.396709E+03  -0.356551E+02   0.169244E-06  -0.356551E+02   0.143119E+02   0.123122E-06   0.169244E-06   0.123122E-06   0.197084E-08
  1699   0.397335E+03  -0.356001E+02   0.167428E-06  -0.356001E+02   0.141663E+02   0.121895E-06   0.167428E-06   0.121895E-06   0.196841E-08
  1700   0.397953E+03  -0.355380E+02   0.165678E-06  -0.355380E+02   0.140200E+02   0.120661E-06   0.165678E-06   0.120661E-06   0.196598E-08
  1701   0.398556E+03  -0.354673E+02   0.163995E-06  -0.354673E+02   0.138759E+02   0.119419E-06   0.163995E-06   0.119419E-06   0.196355E-08
  1702   0.399165E+03  -0.353886E+02   0.162376E-06  -0.353886E+02   0.137311E+02   0.118171E-06   0.162376E-06   0.118171E-06   0.196113E-08
  1703   0.399760E+03  -0.353029E+02   0.160824E-06  -0.353029E+02   0.135878E+02   0.116916E-06   0.160824E-06   0.116916E-06   0.195871E-08
  1704   0.400347E+03  -0.352085E+02   0.159336E-06  -0.352085E+02   0.134438E+02   0.115654E-06   0.159336E-06   0.115654E-06   0.195630E-08
  1705   0.400926E+03  -0.351062E+02   0.157912E-06  -0.351062E+02   0.133013E+02   0.114385E-06   0.157912E-06   0.114385E-06   0.195389E-08
  1706   0.401490E+03  -0.349961E+02   0.156553E-06  -0.349961E+02   0.131573E+02   0.113110E-06   0.156553E-06   0.113110E-06   0.195148E-08
  1707   0.402053E+03  -0.348796E+02   0.155258E-06  -0.348796E+02   0.130149E+02   0.111830E-06   0.155258E-06   0.111830E-06   0.194908E-08
  1708   0.402601E+03  -0.347546E+02   0.154026E-06  -0.347546E+02   0.128739E+02   0.110543E-06   0.154026E-06   0.110543E-06   0.194669E-08
  1709   0.403141E+03  -0.346224E+02   0.152857E-06  -0.346224E+02   0.127338E+02   0.109250E-06   0.152857E-06   0.109250E-06   0.194429E-08
  1710   0.403666E+03  -0.344824E+02   0.151751E-06  -0.344824E+02   0.125951E+02   0.107951E-06   0.151751E-06   0.107951E-06   0.194190E-08
  1711   0.404175E+03  -0.343345E+02   0.150707E-06  -0.343345E+02   0.124573E+02   0.106647E-06   0.150707E-06   0.106647E-06   0.193952E-08
  1712   0.404684E+03  -0.341804E+02   0.149726E-06  -0.341804E+02   0.123187E+02   0.105338E-06   0.149726E-06   0.105338E-06   0.193714E-08
  1713   0.405170E+03  -0.340191E+02   0.148806E-06  -0.340191E+02   0.121817E+02   0.104023E-06   0.148806E-06   0.104023E-06   0.193476E-08
  1714   0.405640E+03  -0.338500E+02   0.147947E-06  -0.338500E+02   0.120462E+02   0.102704E-06   0.147947E-06   0.102704E-06   0.193239E-08
  1715   0.406095E+03  -0.336754E+02   0.147149E-06  -0.336754E+02   0.119107E+02   0.101379E-06   0.147149E-06   0.101379E-06   0.193002E-08
  1716   0.406549E+03  -0.334930E+02   0.146412E-06  -0.334930E+02   0.117768E+02   0.100050E-06   0.146412E-06   0.100050E-06   0.192765E-08
  1717   0.406981E+03  -0.333042E+02   0.145734E-06  -0.333042E+02   0.116437E+02   0.987162E-07   0.145734E-06   0.987162E-07   0.192529E-08
  1718   0.407389E+03  -0.331092E+02   0.145117E-06  -0.331092E+02   0.115121E+02   0.973779E-07   0.145117E-06   0.973779E-07   0.192294E-08
  1719   0.407789E+03  -0.329071E+02   0.144559E-06  -0.329071E+02   0.113812E+02   0.960353E-07   0.144559E-06   0.960353E-07   0.192058E-08
  1720   0.408181E+03  -0.326994E+02   0.144060E-06  -0.326994E+02   0.112520E+02   0.946886E-07   0.144060E-06   0.946886E-07   0.191823E-08
  1721   0.408550E+03  -0.324848E+02   0.143620E-06  -0.324848E+02   0.111242E+02   0.933380E-07   0.143620E-06   0.933380E-07   0.191589E-08
  1722   0.408911E+03  -0.322646E+02   0.143238E-06  -0.322646E+02   0.109966E+02   0.919836E-07   0.143238E-06   0.919836E-07   0.191355E-08
  1723   0.409248E+03  -0.320381E+02   0.142914E-06  -0.320381E+02   0.108704E+02   0.906256E-07   0.142914E-06   0.906256E-07   0.191121E-08
  1724   0.409563E+03  -0.318062E+02   0.142647E-06  -0.318062E+02   0.107466E+02   0.892640E-07   0.142647E-06   0.892640E-07   0.190888E-08
  1725   0.409861E+03  -0.315679E+02   0.142438E-06  -0.315679E+02   0.106228E+02   0.878992E-07   0.142438E-06   0.878992E-07   0.190655E-08
  1726   0.410144E+03  -0.313249E+02   0.142286E-06  -0.313249E+02   0.105013E+02   0.865312E-07   0.142286E-06   0.865312E-07   0.190422E-08
  1727   0.410411E+03  -0.310757E+02   0.142190E-06  -0.310757E+02   0.103806E+02   0.851602E-07   0.142190E-06   0.851602E-07   0.190190E-08
  1728   0.410655E+03  -0.308217E+02   0.142151E-06  -0.308217E+02   0.102630E+02   0.837863E-07   0.142151E-06   0.837863E-07   0.189958E-08
  1729   0.410891E+03  -0.305622E+02   0.142167E-06  -0.305622E+02   0.101461E+02   0.824098E-07   0.142167E-06   0.824098E-07   0.189727E-08
  1730   0.411088E+03  -0.302965E+02   0.142239E-06  -0.302965E+02   0.100301E+02   0.810307E-07   0.142239E-06   0.810307E-07   0.189496E-08
  1731   0.411277E+03  -0.300275E+02   0.142365E-06  -0.300275E+02   0.991562E+01   0.796493E-07   0.142365E-06   0.796493E-07   0.189265E-08
  1732   0.411442E+03  -0.297524E+02   0.142547E-06  -0.297524E+02   0.980271E+01   0.782656E-07   0.142547E-06   0.782656E-07   0.189035E-08
  1733   0.411592E+03  -0.294732E+02   0.142782E-06  -0.294732E+02   0.969211E+01   0.768799E-07   0.142782E-06   0.768799E-07   0.188805E-08
  1734   0.411718E+03  -0.291893E+02   0.143072E-06  -0.291893E+02   0.958232E+01   0.754924E-07   0.143072E-06   0.754924E-07   0.188575E-08
  1735   0.411821E+03  -0.289000E+02   0.143415E-06  -0.289000E+02   0.947484E+01   0.741030E-07   0.143415E-06   0.741030E-07   0.188346E-08
  1736   0.411908E+03  -0.286082E+02   0.143811E-06  -0.286082E+02   0.936819E+01   0.727121E-07   0.143811E-06   0.727121E-07   0.188117E-08
  1737   0.411971E+03  -0.283110E+02   0.144260E-06  -0.283110E+02   0.926459E+01   0.713198E-07   0.144260E-06   0.713198E-07   0.187889E-08
  1738   0.412011E+03  -0.280098E+02   0.144762E-06  -0.280098E+02   0.916181E+01   0.699262E-07   0.144762E-06   0.699262E-07   0.187661E-08
  1739   0.412042E+03  -0.277055E+02   0.145316E-06  -0.277055E+02   0.906135E+01   0.685315E-07   0.145316E-06   0.685315E-07   0.187433E-08
  1740   0.412035E+03  -0.273972E+02   0.145921E-06  -0.273972E+02   0.896246E+01   0.671359E-07   0.145921E-06   0.671359E-07   0.187206E-08
  1741   0.412026E+03  -0.270842E+02   0.146578E-06  -0.270842E+02   0.886515E+01   0.657395E-07   0.146578E-06   0.657395E-07   0.186979E-08
  1742   0.411979E+03  -0.267695E+02   0.147286E-06  -0.267695E+02   0.877016E+01   0.643424E-07   0.147286E-06   0.643424E-07   0.186753E-08
  1743   0.411916E+03  -0.264502E+02   0.148045E-06  -0.264502E+02   0.867674E+01   0.629449E-07   0.148045E-06   0.629449E-07   0.186527E-08
  1744   0.411829E+03  -0.261284E+02   0.148854E-06  -0.261284E+02   0.858565E+01   0.615471E-07   0.148854E-06   0.615471E-07   0.186301E-08
  1745   0.411719E+03  -0.258035E+02   0.149712E-06  -0.258035E+02   0.849539E+01   0.601491E-07   0.149712E-06   0.601491E-07   0.186076E-08
  1746   0.411585E+03  -0.254754E+02   0.150621E-06  -0.254754E+02   0.840821E+01   0.587511E-07   0.150621E-06   0.587511E-07   0.185851E-08
  1747   0.411434E+03  -0.251450E+02   0.151578E-06  -0.251450E+02   0.832335E+01   0.573533E-07   0.151578E-06   0.573533E-07   0.185626E-08
  1748   0.411253E+03  -0.248121E+02   0.152585E-06  -0.248121E+02   0.824083E+01   0.559558E-07   0.152585E-06   0.559558E-07   0.185402E-08
  1749   0.411047E+03  -0.244753E+02   0.153639E-06  -0.244753E+02   0.815915E+01   0.545587E-07   0.153639E-06   0.545587E-07   0.185178E-08
  1750   0.410818E+03  -0.241377E+02   0.154742E-06  -0.241377E+02   0.807980E+01   0.531624E-07   0.154742E-06   0.531624E-07   0.184954E-08
  1751   0.410565E+03  -0.237984E+02   0.155893E-06  -0.237984E+02   0.800205E+01   0.517668E-07   0.155893E-06   0.517668E-07   0.184731E-08
  1752   0.410296E+03  -0.234552E+02   0.157091E-06  -0.234552E+02   0.792588E+01   0.503721E-07   0.157091E-06   0.503721E-07   0.184508E-08
  1753   0.410003E+03  -0.231120E+02   0.158335E-06  -0.231120E+02   0.785131E+01   0.489785E-07   0.158335E-06   0.489785E-07   0.184286E-08
  1754   0.409686E+03  -0.227663E+02   0.159626E-06  -0.227663E+02   0.777981E+01   0.475861E-07   0.159626E-06   0.475861E-07   0.184064E-08
